"","T.H.I","T.F.E","T.E","I.H.R.V","MCareExp","Tra.Exp","G.F.G.E","H.H.Age","Floor.Area","House.Age","PPN","CYP","GL","BYS","RTvsNT","Number.of.bedrooms","Number.of.Television","Number.of.CD.VCD.DVD","Number.of.Component.Stereo.set","Number.of.Refrigerator.Freezer","Number.of.Washing.Machine","Number.of.Airconditioner","Number.of.Car..Jeep..Van","Number.of.Landline.wireless.telephones","Number.of.Cellular.phone","Number.of.Personal.Computer","Number.of.Stove.with.Oven.Gas.Range","Number.of.Motorized.Banca","Number.of.Motorcycle.Tricycle","Region","Main.Source.of.Income","Household.Head.Sex","Household.Head.Marital.Status","Household.Head.Job.or.Business.Indicator","Household.Head.Class.of.Worker","Type.of.Household","Type.of.Building.House","Type.of.Roof","Type.of.Walls","Tenure.Status","Toilet.Facilities","Electricity","Main.Source.of.Water.Supply","Young.Members"
"61",337593,90022,25340,42000,1203,13824,0,58,20,20,51173,29244,26195,70293,75,1,1,0,0,0,0,0,0,0,2,0,0,0,0,"NCR","Wage/Salaries","Male","Married","With Job/Business","Worked for private establishment","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Rent-free house and lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household","Si","Shared, faucet, community water system","between 5 and 17 years old"
"62",61334,26694,3620,9000,202,840,0,31,130,30,17284,8477,3615,21418,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,"X - Northern Mindanao","Enterpreneurial Activities","Male","Single","With Job/Business","Self-employed wihout any employee","Extended Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, tubed/piped deep well","both"
"63",272276,85692,0,27000,2821,0,0,52,40,12,50617,26144,21734,75420,25,1,1,1,0,0,1,0,0,0,2,0,0,0,0,"NCR","Wage/Salaries","Male","Married","With Job/Business","Worked for government/government corporation","Single Family","Duplex","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own house, rent-free lot without consent of owner","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","between 5 and 17 years old"
"64",129269,57990,0,7200,129,8430,26332,48,35,3,29967,15967,2008,19558,50,1,1,1,0,0,0,0,0,0,2,0,0,0,1,"XI - Davao Region","Wage/Salaries","Male","Divorced/Separated","With Job/Business","Worked for private establishment","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Light","Own or owner-like possession of house and lot","Water-sealed, other depository, used exclusively by household","Si","Own use, tubed/piped deep well","between 5 and 17 years old"
"65",116529,86357,0,4200,2954,2922,0,36,19,4,84298,19320,420,24244,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,"VIII - Eastern Visayas","Enterpreneurial Activities","Male","Married","With Job/Business","Self-employed wihout any employee","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own house, rent-free lot without consent of owner","Water-sealed, sewer septic tank, used exclusively by household","Si","Shared, tubed/piped deep well","both"
"66",126597,86546,0,3600,495,2580,0,30,18,5,41249,28901,500,19991,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I - Ilocos Region","Wage/Salaries","Male","Married","With Job/Business","Worked for private establishment","Single Family","Single house","Salvaged/makeshift materials","Salvaged","Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, shared with other household","No","Shared, tubed/piped deep well","both"
"67",97530,42993,0,12000,864,3036,0,49,50,20,41187,7436,12079,34506,50,3,1,1,0,1,1,1,0,0,2,1,0,0,1,"I - Ilocos Region","Wage/Salaries","Male","Married","With Job/Business","Worked for private establishment","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, other depository, used exclusively by household","Si","Own use, tubed/piped deep well","between 5 and 17 years old"
"68",1831900,107737,0,90000,10140,72000,0,65,240,37,39616,21922,69230,275960,33.3333333333333,4,3,1,1,1,1,4,2,1,4,4,1,0,1,"II - Cagayan Valley","Wage/Salaries","Male","Married","With Job/Business","Worked for private establishment","Extended Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","No children"
"69",39188,42163,0,7800,780,2208,11920,59,63,28,46417,6144,4780,16886,25,3,1,0,0,0,0,0,0,0,0,0,0,0,0,"XII - SOCCSKSARGEN","Other sources of Income","Male","Married","No Job/Business","Self-employed wihout any employee","Extended Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Protected spring, river, stream, etc","between 5 and 17 years old"
"70",45280,31701,0,6000,230,576,0,58,50,4,6128,5217,11815,12400,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"VI - Western Visayas","Other sources of Income","Female","Single","With Job/Business","Worked for private household","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Very Light","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Shared, tubed/piped deep well","No children"
"71",330552,100369,6335,45000,14222,7776,0,62,50,15,27285,29952,34237,91192,50,2,1,1,0,0,0,0,0,0,2,0,0,0,0,"NCR","Wage/Salaries","Male","Married","With Job/Business","Worked for private establishment","Extended Family","Duplex","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Peddler","Less than 5 years old"
"72",93953,57374,4920,6000,443,2790,81805,57,50,31,32638,22870,0,14993,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0," ARMM","Enterpreneurial Activities","Male","Married","With Job/Business","Self-employed wihout any employee","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Closed pit","No","Dug well","No children"
"73",416063,73068,0,6000,29432,26094,0,45,32,8,29337,19371,36360,45173,20,2,1,1,0,1,1,1,1,0,2,1,1,0,1,"IVA - CALABARZON","Enterpreneurial Activities","Male","Married","With Job/Business","Worked for private establishment","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","between 5 and 17 years old"
"74",180442,95706,2974,5400,360,10800,0,49,26,20,65651,28774,20210,36845,16.6666666666667,3,1,0,0,0,0,0,0,0,2,0,0,0,0,"IX - Zasmboanga Peninsula","Other sources of Income","Male","Married","With Job/Business","Self-employed wihout any employee","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","both"
"75",426947,101659,3982,27000,13367,24372,0,80,54,45,76688,17594,43531,88519,50,4,3,1,0,1,1,0,0,0,8,2,1,0,2,"VI - Western Visayas","Wage/Salaries","Male","Married","No Job/Business","Worked for government/government corporation","Extended Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, tubed/piped deep well","No children"
"76",727489,120404,0,34200,216,30876,19525,59,120,15,46228,38199,63970,144701,33.3333333333333,2,1,0,0,1,0,0,0,0,5,4,1,0,2,"V - Bicol Region","Wage/Salaries","Male","Married","With Job/Business","Employer in own family-operated farm or business","Extended Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","between 5 and 17 years old"
"77",222164,52029,0,9000,28346,6372,0,63,10,4,49117,14280,3248,41706,40,0,1,0,1,0,0,0,0,0,2,1,0,0,0,"VIII - Eastern Visayas","Wage/Salaries","Female","Widowed","With Job/Business","Self-employed wihout any employee","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","between 5 and 17 years old"
"78",74085,52115,260,9000,0,342,0,39,30,7,40823,7267,5513,24993,16.6666666666667,1,1,1,0,0,0,0,0,0,1,0,0,0,0,"XII - SOCCSKSARGEN","Wage/Salaries","Male","Married","With Job/Business","Worked for private establishment","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Light","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, shared with other household","Si","Dug well","both"
"79",140115,62906,0,6000,418,3708,0,39,17,11,25540,15288,20395,17826,33.3333333333333,1,1,1,1,1,1,0,0,0,1,0,0,0,1,"Caraga","Wage/Salaries","Male","Married","With Job/Business","Worked for private establishment","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Shared, tubed/piped deep well","Less than 5 years old"
"80",42510,27497,3040,2400,334,2046,0,49,15,9,17519,4671,1312,11535,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,"X - Northern Mindanao","Enterpreneurial Activities","Male","Married","With Job/Business","Self-employed wihout any employee","Single Family","Single house","Light material (cogon,nipa,anahaw)","Light","Own or owner-like possession of house and lot","Water-sealed, other depository, used exclusively by household","Si","Shared, faucet, community water system","both"
"81",181017,95497,0,12000,2568,7254,0,41,24,18,87084,25185,6592,55334,25,2,1,0,0,0,1,0,0,0,3,0,0,0,0,"Caraga","Wage/Salaries","Male","Married","With Job/Business","Worked for government/government corporation","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Dug well","between 5 and 17 years old"
"82",447084,163770,0,24000,7415,18672,0,42,80,15,60352,62519,30610,193949,0,3,1,1,1,1,1,0,0,0,4,2,1,0,0,"VII - Central Visayas","Other sources of Income","Female","Married","With Job/Business","Self-employed wihout any employee","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, tubed/piped deep well","between 5 and 17 years old"
"83",178488,81983,0,24000,1556,15984,21840,72,70,16,51814,18198,18810,52651,66.6666666666667,3,1,0,1,0,0,0,0,0,2,0,0,0,0,"VI - Western Visayas","Wage/Salaries","Female","Widowed","No Job/Business","Self-employed wihout any employee","Extended Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own house, rent lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Shared, faucet, community water system","between 5 and 17 years old"
"84",325260,183765,0,18000,600,12792,0,52,36,20,62752,80450,43094,90800,42.8571428571429,3,3,1,0,1,0,0,0,0,5,0,1,0,0,"VIII - Eastern Visayas","Wage/Salaries","Male","Married","With Job/Business","Worked for private establishment","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","between 5 and 17 years old"
"85",212163,58613,2896,11700,413,3852,0,61,20,2,48464,17757,7958,29471,100,2,1,1,0,0,0,1,0,0,3,0,0,0,1,"II - Cagayan Valley","Wage/Salaries","Female","Widowed","With Job/Business","Worked for private household","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, other depository, used exclusively by household","Si","Shared, tubed/piped deep well","No children"
"86",64090,23366,780,7200,7205,1320,0,66,15,45,26047,4010,1330,12326,25,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"IX - Zasmboanga Peninsula","Other sources of Income","Female","Widowed","No Job/Business","Worked for government/government corporation","Extended Family","Single house","Light material (cogon,nipa,anahaw)","Light","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Shared, tubed/piped deep well","both"
"87",176753,69133,0,6000,55,3582,8905,53,50,25,72487,13519,9922,23464,33.3333333333333,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"IVB - MIMAROPA","Wage/Salaries","Male","Married","With Job/Business","Worked for private establishment","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Quite Strong","Own or owner-like possession of house and lot","Water-sealed, other depository, shared with other household","Si","Dug well","between 5 and 17 years old"
"88",461924,129098,15020,16200,0,11610,0,43,30,25,83918,29591,68954,57475,42.8571428571429,1,0,0,0,0,0,0,0,0,3,0,0,0,1,"NCR","Wage/Salaries","Male","Married","With Job/Business","Worked for private establishment","Extended Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, shared with other household","Si","Shared, faucet, community water system","Less than 5 years old"
"89",66802,21862,1560,6000,525,960,14197,61,16,33,23513,4336,3900,35342,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"VI - Western Visayas","Other sources of Income","Male","Married","With Job/Business","Self-employed wihout any employee","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Light","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Dug well","No children"
